ID,Name,RA,DEC,Obj. Type,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery Date (UT),Sender,Remarks,Ext. catalog/s
47944,SN 2019ulp,08:28:13.100,+00:01:29.57,SN Ia,0.02,UGC 04431,0.030224,"ALeRCE, ATLAS, GaiaAlerts, ZTF, Pan-STARRS1","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1",ZTF,ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF19acrbyzj,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,18.5169,r-ZTF,2019-11-09 12:45:00.000,ALeRCE,,
47941,SN 2019ulm,00:37:13.362,+25:58:29.86,SN Ia,0.099,SDSS J003713.04+255829.1,0.083,"ALeRCE, Pan-STARRS1, ZTF, ATLAS","ZTF, Pan-STARRS1, ATLAS","LOSS, ZTF",ALeRCE; ATLAS; Pan-STARRS1; ZTF,ZTF19acqxoll,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",Lick-3m - KAST,1,1,,19.4239,r-ZTF,2019-11-09 02:36:26.000,ALeRCE,,
47925,SN 2019ukw,06:02:41.582,+06:52:29.68,SN Ia,0.071,WISEA J060241.43+065231.7,,"ALeRCE, Pan-STARRS1","ZTF, Pan-STARRS1",LOSS,ALeRCE; Pan-STARRS1,ZTF19acqupbp,"P48 - ZTF-Cam, PS1 - GPC1",Lick-3m - KAST,1,1,,19.3577,r-ZTF,2019-11-08 10:17:03.000,ALeRCE,,
47919,SN 2019ukq,06:29:20.860,-12:09:19.44,SN Ia,0.033,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF19acoxgqw,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.8927,r-ZTF,2019-11-05 11:14:47.000,ZTF_CLU_PUBLIC,,
47901,SN 2019ujy,19:41:54.694,-20:10:04.80,SN Ia,0.039,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19acqmwtg,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.05,r-ZTF,2019-11-08 01:47:20.000,ZTF_AMPEL_NEW,,
47895,SN 2019ujs,19:30:12.301,+48:08:46.76,SN Ia,0.062,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aclkbqc,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.6,g-ZTF,2019-11-01 02:38:24.000,ZTF_Bot1,,
47890,SN 2019ujn,08:42:43.596,+19:39:04.51,SN Ia,0.045,NGC 2647,0.055001,"ALeRCE, ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ZTF,ALeRCE; Pan-STARRS1; ZTF,ZTF19acqehbt,"P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.4362,g-ZTF,2019-11-07 13:07:20.000,ALeRCE,,
47880,SN 2019ujd,08:35:13.770,+11:34:39.94,SN Ia,0.084,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",None,ATLAS; GaiaAlerts; ZTF,ZTF19acokufi,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",LT - SPRAT,1,1,,20.12,r-ZTF,2019-11-03 12:19:59.000,ZTF_AMPEL_NEW,,
47867,SN 2019uir,22:02:40.080,+36:27:42.72,SN Ia,0.066,,,ZTF,ZTF,ZTF,ZTF,ZTF19acpmuwu,P48 - ZTF-Cam,P60 - SEDM,1,1,,20.57,g-ZTF,2019-11-04 03:44:46.000,ZTF_AMPEL_NEW,,
47866,SN 2019uiq,03:05:29.184,+23:31:21.78,SN Ia,0.08,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19acoaoty,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.66,r-ZTF,2019-11-06 08:48:10.000,ZTF_AMPEL_NEW,,
47849,SN 2019uhz,01:47:13.970,-08:27:40.90,SN Ia,0.0511,WISEA J014714.00-082745.2,0.051162,"ALeRCE, ATLAS, ZTF, GaiaAlerts, Pan-STARRS1","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1",ZTF,ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF19acpfnth,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,18.9567,r-ZTF,2019-11-06 08:42:18.000,ALeRCE,,
47835,SN 2019uhl,08:03:02.276,+33:30:18.28,SN Ia,0.08,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19acnqsui,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.98,g-ZTF,2019-11-03 12:59:45.000,ZTF_AMPEL_NEW,,
47819,SN 2019ugv,00:01:21.624,+34:36:27.93,SN Ia,0.11,,,"ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",None,Pan-STARRS1; ZTF,ZTF19acklbjr,"P48 - ZTF-Cam, PS1 - GPC1",Lick-3m - KAST,1,1,,20.45,g-ZTF,2019-10-30 03:52:52.000,ZTF_AMPEL_COMPLETE,,
47818,SN 2019ugu,18:05:33.930,+45:15:16.34,SN Ia,0.045,,,"ZTF, GaiaAlerts, ATLAS, Pan-STARRS1","ZTF, GaiaAlerts, ATLAS, Pan-STARRS1",None,ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF19acmdpyr,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",Lick-3m - KAST,1,1,,19.17,g-ZTF,2019-11-02 02:51:12.000,ZTF_AMPEL_COMPLETE,,
47812,SN 2019ugo,12:06:29.930,+16:06:17.21,SN Ia,0.065,WISEA J120629.51+160630.7,0.057029,"ALeRCE, GaiaAlerts, ZTF, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ALeRCE; ATLAS; GaiaAlerts; ZTF,ZTF19acmywjc,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.7773,g-ZTF,2019-11-05 13:05:35.000,ALeRCE,,
47803,SN 2019ugf,01:33:08.823,+01:48:58.28,SN Ia,0.171,,,SGLF,ZTF,None,,ZTF19acfxbxe,P48 - ZTF-Cam,LT - SPRAT,1,1,,19.895,g-ZTF,2019-10-19 04:30:35.000,Perez-Fournon,,
47764,SN 2019uet,08:37:32.550,+53:35:01.75,SN Ia,0.062283,SDSS J083732.42+533459.0,0.062283,"ALeRCE, ZTF, ATLAS, GaiaAlerts, Pan-STARRS1","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1",ZTF,ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF19acojxzo,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,20.0394,r-ZTF,2019-11-04 11:57:19.000,ALeRCE,,
47758,SN 2019uen,03:19:42.521,+35:39:15.94,SN Ia,0.04,WISEA J031942.10+353908.9,,"ALeRCE, ZTF, Pan-STARRS1, ATLAS","ZTF, Pan-STARRS1, ATLAS",ZTF,ALeRCE; ATLAS; Pan-STARRS1; ZTF,ZTF19acnkeji,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.7933,g-ZTF,2019-11-04 06:53:20.000,ALeRCE,,
47751,SN 2019ueg,07:58:59.550,+12:32:04.02,SN Ia,0.065202,WISEA J075859.86+123156.2,0.065138,"ALeRCE, ZTF, ATLAS, GaiaAlerts, Pan-STARRS1","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1",ZTF,ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF19acokzjy,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.5799,r-ZTF,2019-11-04 12:30:00.000,ALeRCE,,
47749,SN 2019uee,07:24:59.452,+55:23:40.56,SN Ia,0.04,,,"ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ATLAS; Pan-STARRS1; ZTF,ZTF19acojuzv,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.08,r-ZTF,2019-11-04 11:51:27.000,ZTF_AMPEL_NEW,,
47729,SN 2019udk,00:40:51.278,+02:50:25.60,SN Ia,0.017892,,,"ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ePESSTO+, ZTF",ATLAS; Pan-STARRS1; ZTF,ZTF19acnzkph,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT, P200 - DBSP",1,1,,19.86,r-ZTF,2019-11-03 04:44:36.000,ZTF_AMPEL_NEW,,
47728,SN 2019udj,01:03:40.187,+01:03:16.62,SN Ia,0.11,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19acngsnb,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,20.09,g-ZTF,2019-11-01 04:37:05.000,ZTF_AMPEL_NEW,,
47686,SN 2019ubt,23:29:57.498,+29:49:46.57,SN Ia,0.035,SDSS J232957.47+294943.9,0.069,"ALeRCE, ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ALeRCE; ATLAS; Pan-STARRS1; ZTF,ZTF19acnfjyw,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,20.0257,r-ZTF,2019-11-03 03:29:13.000,ALeRCE,,
47685,SN 2019ubs,02:26:24.110,+28:30:28.55,SN Ia,0.034,,,"ZTF, ATLAS, Pan-STARRS1, GaiaAlerts","ZTF, ATLAS, Pan-STARRS1, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF19acnjwgm,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P200 - DBSP,1,1,,20.3065,g-ZTF,2019-11-03 06:43:20.000,ZTF_CLU_PUBLIC,,
47674,SN 2019ubh,05:03:05.314,+07:51:44.06,SN Ia,0.037,,,"ZTF, ATLAS","ZTF, ATLAS",SCAT,ATLAS; ZTF,ZTF19acjerzj,"ATLAS1 - ACAM1, P48 - ZTF-Cam",UH88 - SNIFS,1,1,,19.01,r-ZTF,2019-10-28 09:16:58.000,ZTF_AMPEL_COMPLETE,,
47665,SN 2019uay,23:17:29.455,+37:58:27.28,SN Ia,0.049,,,ZTF,ZTF,ZTF,ZTF,ZTF19acjwqvo,P48 - ZTF-Cam,P60 - SEDM,1,1,,19.22,r-ZTF,2019-11-02 06:12:15.000,ZTF_AMPEL_NEW,,
47646,SN 2019uaf,02:10:01.754,+44:47:53.21,SN Ia,0.031,,,ZTF,ZTF,ZTF,ZTF,ZTF19aclofmz,P48 - ZTF-Cam,P60 - SEDM,1,1,,19.53,r-ZTF,2019-11-01 06:40:44.000,ZTF_AMPEL_NEW,,
47641,SN 2019uaa,12:29:20.235,+49:16:25.94,SN Ia,0.1,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19ackjlrd,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.5,r-ZTF,2019-10-29 12:13:28.000,ZTF_AMPEL_NEW,,
47636,SN 2019tzv,21:23:24.817,-17:43:12.24,SN Ia,0.055,,,"ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ATLAS; Pan-STARRS1; ZTF,ZTF19acjurot,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.74,g-ZTF,2019-10-29 04:20:49.000,ZTF_AMPEL_NEW,,
47621,SN 2019tzg,11:13:52.990,+04:58:24.24,SN Ia,0.0744,WISEA J111353.13+045820.7,0.074447,"ALeRCE, ZTF, GaiaAlerts, ATLAS, Pan-STARRS1","ZTF, GaiaAlerts, ATLAS, Pan-STARRS1",ZTF,ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF19acmwkul,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.2468,g-ZTF,2019-11-02 12:26:54.000,ALeRCE,,
47619,SN 2019tze,11:36:17.290,+01:17:46.72,SN Ia,0.07399,WISEA J113617.35+011745.5,0.074164,"ALeRCE, GaiaAlerts, ZTF, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ALeRCE; ATLAS; GaiaAlerts; ZTF,ZTF19ackjvjr,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.5503,g-ZTF,2019-11-02 12:26:54.000,ALeRCE,,
47611,SN 2019tyw,06:47:15.830,+43:38:19.14,SN Ia,0.078,WISEA J064716.13+433812.6,,"ALeRCE, ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ZTF,ALeRCE; Pan-STARRS1; ZTF,ZTF19aclyezb,"P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.2877,g-ZTF,2019-11-02 10:28:25.000,ALeRCE,,
47547,SN 2019two,10:40:03.696,+42:55:24.92,SN Ia,0.09,SDSS J104003.73+425524.9,0.073,"ALeRCE, ZTF",ZTF,ZTF,ALeRCE; ZTF,ZTF19acmbjvi,P48 - ZTF-Cam,P60 - SEDM,1,1,,19.2719,g-ZTF,2019-11-01 12:22:39.000,ALeRCE,,
47546,SN 2019twn,08:24:06.550,+54:14:43.98,SN Ia,0.072,SDSS J082406.41+541443.4,0.112,"ALeRCE, ATLAS, ZTF, Pan-STARRS1, GaiaAlerts","ZTF, ATLAS, Pan-STARRS1, GaiaAlerts",ZTF,ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF19acmbiad,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,20.1596,g-ZTF,2019-11-01 12:14:33.000,ALeRCE,,
47537,SN 2019twe,10:37:37.096,+36:42:38.12,SN Ia,0.105,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19acmbkmr,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.17,g-ZTF,2019-10-25 11:17:50.000,ZTF_AMPEL_COMPLETE,,
47534,SN 2019twb,10:19:39.504,+21:17:16.89,SN Ia,0.032,,,ZTF,ZTF,ZTF,ZTF,ZTF19acmblbi,P48 - ZTF-Cam,P60 - SEDM,1,1,,18.34,g-ZTF,2019-11-01 12:26:38.000,ZTF_AMPEL_NEW,,
47523,SN 2019tvq,10:30:14.301,+32:16:02.69,SN Ia,0.098,,,ZTF,ZTF,ZTF,ZTF,ZTF19acjnatv,P48 - ZTF-Cam,P60 - SEDM,1,1,,19,g-ZTF,2019-10-28 11:48:20.000,ZTF_AMPEL_NEW,,
47510,SN 2019tve,09:08:14.607,+01:32:26.74,SN Ia,0.102,,,"ZTF, ATLAS","ZTF, ATLAS",None,ATLAS; ZTF,ZTF19acgdxel,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,19.43,g-ZTF,2019-10-19 12:25:55.000,ZTF_Bot1,,
47499,SN 2019tut,01:44:45.426,+07:09:53.02,SN Ia,0.079,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aclljyq,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.25,g-ZTF,2019-11-01 04:40:22.000,ZTF_AMPEL_NEW,,
47495,SN 2019tup,00:36:03.335,-01:22:23.96,SN Ia,0.128,,,ZTF,ZTF,None,ZTF,ZTF19acjwcyx,P48 - ZTF-Cam,LT - SPRAT,1,1,,19.63,g-ZTF,2019-10-29 05:05:01.000,ZTF_AMPEL_NEW,,
47484,SN 2019tue,09:31:54.099,-05:01:57.40,SN Ia,0.085,WISEA J093153.64-050154.0,,"ALeRCE, ATLAS, ZTF, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ALeRCE; ATLAS; Pan-STARRS1; ZTF,ZTF19aclhnkd,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.0823,r-ZTF,2019-10-31 12:39:52.000,ALeRCE,,
47476,SN 2019ttw,07:06:44.104,+59:28:30.54,SN Ia,0.09,,,ZTF,ZTF,ZTF,ZTF,ZTF19achajnc,P48 - ZTF-Cam,P60 - SEDM,1,1,,19.79,g-ZTF,2019-10-22 12:14:28.000,ZTF_AMPEL_COMPLETE,,
47447,SN 2019tst,18:33:37.626,+59:31:30.22,SN Ia,0.106,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19acjuomg,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,20.25,g-ZTF,2019-10-27 04:03:59.000,ZTF_AMPEL_NEW,,
47396,SN 2019tqv,10:20:09.900,-03:06:31.54,SN Ia,0.05,WISEA J102009.75-030631.3,0.049,"ALeRCE, ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,ALeRCE; GaiaAlerts; ZTF,ZTF19acgpkye,"Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,17.729,r-ZTF,2019-10-29 12:27:12.000,ALeRCE,,
47392,SN 2019tqr,11:16:28.166,+29:11:22.33,SN Ia,0.038,CGCG 156-043 NED01,0.048917,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",TCD,ALeRCE; ATLAS; ZTF,ZTF19ackjmge,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,18.0407,r-ZTF,2019-10-29 12:21:18.000,ALeRCE,,
47384,SN 2019tqj,03:28:22.586,+73:46:43.45,SN Ia,0.104,WISEA J032824.08+734641.0,,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; ZTF,ZTF19acjjwsy,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.4924,g-ZTF,2019-10-29 09:06:54.000,ALeRCE,,
47373,SN 2019tpy,19:36:04.559,+37:14:20.78,SN Ia,0.032,WISEA J193604.58+371416.2,0.028833,ALeRCE,ZTF,ZTF,ALeRCE,ZTF19acjtkha,P48 - ZTF-Cam,P60 - SEDM,1,1,,18.3412,r-ZTF,2019-10-29 02:18:41.000,ALeRCE,,
47332,SN 2019tok,06:28:13.561,+59:09:22.90,SN Ia,0.08,WISEA J062813.12+590919.8,,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; ZTF,ZTF19acjdufa,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.3078,g-ZTF,2019-10-28 11:08:24.000,ALeRCE,,
47330,SN 2019toi,03:19:13.665,+07:35:10.69,SN Ia,0.049,WISEA J031913.59+073506.6,,"ALeRCE, ATLAS, ZTF, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","Padova-Asiago, ZTF",ALeRCE; ATLAS; Pan-STARRS1; ZTF,ZTF19acjdwqv,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","Ekar - AFOSC, P60 - SEDM",1,1,,19.2949,r-ZTF,2019-10-28 09:05:25.000,ALeRCE,,
47286,SN 2019tmq,20:21:10.779,+02:48:28.74,SN Ia,0.04,,,"ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ZTF,Pan-STARRS1; ZTF,ZTF19acitnck,"P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.29,r-ZTF,2019-10-27 02:02:59.000,ZTF_AMPEL_NEW,,
47230,SN 2019tkn,00:25:42.053,+08:38:08.36,SN Ia,0.043,,,"ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ePESSTO+,ATLAS; Pan-STARRS1; ZTF,ZTF19achetvw,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.8204,g-ZTF,2019-10-25 05:16:48.000,ZTF_CLU_PUBLIC,,
47218,SN 2019tkb,21:43:53.439,-10:11:02.22,SN Ia,0.02,WISEA J214353.42-101101.1,,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; ZTF,ZTF19acihlft,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.1556,r-ZTF,2019-10-26 04:21:31.000,ALeRCE,,
47216,SN 2019tjz,17:36:01.983,+53:09:08.27,SN Ia,0.07,SDSS J173602.08+530906.4,0.044,"ALeRCE, ZTF",ZTF,ZTF,ALeRCE; ZTF,ZTF19acihfxz,P48 - ZTF-Cam,P60 - SEDM,1,1,,19.4706,g-ZTF,2019-10-26 04:01:48.000,ALeRCE,,
47197,SN 2019tjg,10:14:03.033,+15:16:12.86,SN Ia,0.08,,,"ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ZTF,Pan-STARRS1; ZTF,ZTF19acgjojy,"P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.81,r-ZTF,2019-10-20 12:25:55.000,ZTF_Bot1,,
47181,SN 2019tiq,03:50:20.037,+30:02:06.03,SN Ia,0.05,WISEA J035020.10+300206.7,,"ALeRCE, ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ALeRCE; ATLAS; Pan-STARRS1; ZTF,ZTF19acgxbwo,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.5194,g-ZTF,2019-10-25 09:41:55.000,ALeRCE,,
47085,SN 2019tfa,19:17:14.570,+79:18:28.94,SN Ia,0.05,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF19acgqjln,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.5,r-ZTF,2019-10-23 03:28:37.000,ZTF_AMPEL_NEW,,
47082,SN 2019tex,21:05:34.771,-20:14:48.32,SN Ia,0.107,,,"ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ZTF,Pan-STARRS1; ZTF,ZTF19acgfowd,"P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.08,g-ZTF,2019-10-20 04:23:30.000,ZTF_AMPEL_NEW,,
47054,SN 2019tdw,09:27:36.523,+37:00:33.85,SN Ia,0.1,WISEA J092736.27+370033.1,0.096184,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",None,ALeRCE; ATLAS; ZTF,ZTF19achtewn,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,19.1044,g-ZTF,2019-10-23 12:08:46.000,ALeRCE,,
47043,SN 2019tdl,01:44:41.501,+07:56:50.40,SN Ia,0.064,SDSS J014441.52+075650.3,0.38,"ALeRCE, ATLAS, Pan-STARRS1, ZTF","ZTF, ATLAS, Pan-STARRS1","None, ZTF",ALeRCE; ATLAS; Pan-STARRS1; ZTF,ZTF19acgrbeb,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT, P60 - SEDM",1,1,,19.2612,r-ZTF,2019-10-23 07:03:52.000,ALeRCE,,
47037,SN 2019tdf,17:46:28.970,+30:42:24.77,SN Ia,0.0155,UGC 10976,0.016401,"ALeRCE, Pan-STARRS1, ATLAS, ZTF, GaiaAlerts","ZTF, Pan-STARRS1, ATLAS, GaiaAlerts","UCSC, ZTF",ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF19achaspq,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","Lick-3m - KAST, P60 - SEDM",1,1,,19.8956,r-ZTF,2019-10-23 02:08:40.000,ALeRCE,,
46994,SN 2019tbo,07:30:36.047,+45:12:43.40,SN Ia,0.068,WISEA J073037.11+451243.8,0.068839,"ALeRCE, ATLAS, ZTF, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ALeRCE; ATLAS; Pan-STARRS1; ZTF,ZTF19achagst,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.8797,r-ZTF,2019-10-22 11:45:50.000,ALeRCE,,
46981,SN 2019tbb,02:30:10.604,+14:20:09.40,SN Ia,0.07,,,"ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ZTF,Pan-STARRS1; ZTF,ZTF19acgbzam,"P48 - ZTF-Cam, PS1 - GPC1",APO-3.5m - DIS,1,1,,19.35,r-ZTF,2019-10-20 07:01:16.000,ZTF_AMPEL_NEW,,
46976,SN 2019taw,08:47:18.697,-14:56:27.46,SN Ia,0.056,,,"ZTF, ATLAS","ZTF, ATLAS","ePESSTO+, ZTF",ATLAS; ZTF,ZTF19acechlg,"ATLAS1 - ACAM1, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT, P60 - SEDM",1,1,,18.74,g-ZTF,2019-10-09 12:02:52.000,ZTF_Bot1,,
46961,SN 2019tai,10:16:39.437,+34:32:50.83,SN Ia,0.106,,,ZTF,ZTF,ZTF,ZTF,ZTF19acbvquo,P48 - ZTF-Cam,P60 - SEDM,1,1,,18.99,g-ZTF,2019-10-02 12:07:12.000,ZTF_Bot1,,
46960,SN 2019tah,03:55:10.132,+25:20:34.46,SN Ia,0.06,,,ZTF,ZTF,ZTF,ZTF,ZTF19acchtyp,P48 - ZTF-Cam,P60 - SEDM,1,1,,20.07,r-ZTF,2019-10-03 09:12:57.000,ZTF_Bot1,,
46959,SN 2019tag,01:44:58.574,+15:32:40.31,SN Ia,0.0704,,,"ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ZTF,Pan-STARRS1; ZTF,ZTF19acgmkrt,"P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.42,r-ZTF,2019-10-22 03:15:57.000,ZTF_AMPEL_NEW,,
46946,SN 2019szt,03:59:58.630,-27:42:14.18,SN Ia,0.069,WISEA J035958.69-274212.1,,"ALeRCE, GaiaAlerts","ZTF, GaiaAlerts",ZTF,ALeRCE; GaiaAlerts,ZTF19acgouje,"Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.6077,g-ZTF,2019-10-21 11:33:28.000,ALeRCE,,
